Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Status
bayern-munich-07-08-retro-home,,,,,,,,Tamanho,L,bayern-munich-07-08-retro-home-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-07-08-retro-home,,,,,,,,Tamanho,XL,bayern-munich-07-08-retro-home-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-07-08-retro-home,,,,,,,,Tamanho,XXL,bayern-munich-07-08-retro-home-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-07-08-retro-home,,,,,,,,Tamanho,3XL,bayern-munich-07-08-retro-home-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-12-13-retro-home,Bayern M칰nich 12/13 Retro Home,"Bayern M칰nich 12/13 Retro Home<br><br>Camiseta retro Bayern M칰nich - Temporada 12/13<br>Tipo: Home<br>Liga: Bundesliga<br><br>Material de alta qualidade<br>Design cl치ssico retro<br>Tamanhos dispon칤veis: S, M, L, XL, XXL, 3XL<br><br>游댠 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Bayern M칰nich, Futebol, Home, Jersey, Retro, Bundesliga",TRUE,Tamanho,S,bayern-munich-12-13-retro-home-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Bayern M칰nich 12/13 Retro Home - Imagem Principal,FALSE,Bayern M칰nich 12/13 Retro Home | Retrobox Argentina,Comprar Bayern M칰nich 12/13 Retro Home - Camiseta retro oficial. Bundesliga. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
bayern-munich-12-13-retro-home,,,,,,,,Tamanho,M,bayern-munich-12-13-retro-home-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-12-13-retro-home,,,,,,,,Tamanho,L,bayern-munich-12-13-retro-home-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-12-13-retro-home,,,,,,,,Tamanho,XL,bayern-munich-12-13-retro-home-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-12-13-retro-home,,,,,,,,Tamanho,XXL,bayern-munich-12-13-retro-home-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-12-13-retro-home,,,,,,,,Tamanho,3XL,bayern-munich-12-13-retro-home-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-14-15-retro-home,Bayern M칰nich 14/15 Retro Home,"Bayern M칰nich 14/15 Retro Home<br><br>Camiseta retro Bayern M칰nich - Temporada 14/15<br>Tipo: Home<br>Liga: Bundesliga<br><br>Material de alta qualidade<br>Design cl치ssico retro<br>Tamanhos dispon칤veis: S, M, L, XL, XXL, 3XL<br><br>游댠 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Bayern M칰nich, Futebol, Home, Jersey, Retro, Bundesliga",TRUE,Tamanho,S,bayern-munich-14-15-retro-home-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Bayern M칰nich 14/15 Retro Home - Imagem Principal,FALSE,Bayern M칰nich 14/15 Retro Home | Retrobox Argentina,Comprar Bayern M칰nich 14/15 Retro Home - Camiseta retro oficial. Bundesliga. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
bayern-munich-14-15-retro-home,,,,,,,,Tamanho,M,bayern-munich-14-15-retro-home-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-14-15-retro-home,,,,,,,,Tamanho,L,bayern-munich-14-15-retro-home-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-14-15-retro-home,,,,,,,,Tamanho,XL,bayern-munich-14-15-retro-home-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-14-15-retro-home,,,,,,,,Tamanho,XXL,bayern-munich-14-15-retro-home-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-14-15-retro-home,,,,,,,,Tamanho,3XL,bayern-munich-14-15-retro-home-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-17-18-retro-home,Bayern M칰nich 17/18 Retro Home,"Bayern M칰nich 17/18 Retro Home<br><br>Camiseta retro Bayern M칰nich - Temporada 17/18<br>Tipo: Home<br>Liga: Bundesliga<br><br>Material de alta qualidade<br>Design cl치ssico retro<br>Tamanhos dispon칤veis: S, M, L, XL, XXL, 3XL<br><br>游댠 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Bayern M칰nich, Futebol, Home, Jersey, Retro, Bundesliga",TRUE,Tamanho,S,bayern-munich-17-18-retro-home-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Bayern M칰nich 17/18 Retro Home - Imagem Principal,FALSE,Bayern M칰nich 17/18 Retro Home | Retrobox Argentina,Comprar Bayern M칰nich 17/18 Retro Home - Camiseta retro oficial. Bundesliga. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
bayern-munich-17-18-retro-home,,,,,,,,Tamanho,M,bayern-munich-17-18-retro-home-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-17-18-retro-home,,,,,,,,Tamanho,L,bayern-munich-17-18-retro-home-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-17-18-retro-home,,,,,,,,Tamanho,XL,bayern-munich-17-18-retro-home-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-17-18-retro-home,,,,,,,,Tamanho,XXL,bayern-munich-17-18-retro-home-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-17-18-retro-home,,,,,,,,Tamanho,3XL,bayern-munich-17-18-retro-home-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-25-26-retro,Bayern M칰nich 25/26 Retro,"Bayern M칰nich 25/26 Retro<br><br>Camiseta retro Bayern M칰nich - Temporada 25/26<br>Tipo: Retro<br>Liga: Bundesliga<br><br>Material de alta qualidade<br>Design cl치ssico retro<br>Tamanhos dispon칤veis: S, M, L, XL, XXL, 3XL<br><br>游댠 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Bayern M칰nich, Futebol, Retro, Jersey, Retro, Bundesliga",TRUE,Tamanho,S,bayern-munich-25-26-retro-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Bayern M칰nich 25/26 Retro - Imagem Principal,FALSE,Bayern M칰nich 25/26 Retro | Retrobox Argentina,Comprar Bayern M칰nich 25/26 Retro - Camiseta retro oficial. Bundesliga. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
bayern-munich-25-26-retro,,,,,,,,Tamanho,M,bayern-munich-25-26-retro-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-25-26-retro,,,,,,,,Tamanho,L,bayern-munich-25-26-retro-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-25-26-retro,,,,,,,,Tamanho,XL,bayern-munich-25-26-retro-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-25-26-retro,,,,,,,,Tamanho,XXL,bayern-munich-25-26-retro-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-25-26-retro,,,,,,,,Tamanho,3XL,bayern-munich-25-26-retro-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-retro,Bayern M칰nich Retro,"Bayern M칰nich Retro<br><br>Camiseta retro Bayern M칰nich - Temporada Cl치ssica<br>Tipo: Retro<br>Liga: Bundesliga<br><br>Material de alta qualidade<br>Design cl치ssico retro<br>Tamanhos dispon칤veis: S, M, L, XL, XXL, 3XL<br><br>游댠 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Bayern M칰nich, Futebol, Retro, Jersey, Retro, Bundesliga",TRUE,Tamanho,S,bayern-munich-retro-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Bayern M칰nich Retro - Imagem Principal,FALSE,Bayern M칰nich Retro | Retrobox Argentina,Comprar Bayern M칰nich Retro - Camiseta retro oficial. Bundesliga. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
bayern-munich-retro,,,,,,,,Tamanho,M,bayern-munich-retro-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-retro,,,,,,,,Tamanho,L,bayern-munich-retro-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-retro,,,,,,,,Tamanho,XL,bayern-munich-retro-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-retro,,,,,,,,Tamanho,XXL,bayern-munich-retro-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
bayern-munich-retro,,,,,,,,Tamanho,3XL,bayern-munich-retro-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home,Barcelona 10/11 Retro Home,"Barcelona 10/11 Retro Home<br><br>Camiseta retro Barcelona - Temporada 10/11<br>Tipo: Home<br>Liga: La Liga<br><br>Material de alta qualidade<br>Design cl치ssico retro<br>Tamanhos dispon칤veis: S, M, L, XL, XXL, 3XL<br><br>游댠 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Barcelona, Futebol, Home, Jersey, Retro, La Liga",TRUE,Tamanho,S,barcelona-10-11-retro-home-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Barcelona 10/11 Retro Home - Imagem Principal,FALSE,Barcelona 10/11 Retro Home | Retrobox Argentina,Comprar Barcelona 10/11 Retro Home - Camiseta retro oficial. La Liga. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
barcelona-10-11-retro-home,,,,,,,,Tamanho,M,barcelona-10-11-retro-home-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home,,,,,,,,Tamanho,L,barcelona-10-11-retro-home-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home,,,,,,,,Tamanho,XL,barcelona-10-11-retro-home-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home,,,,,,,,Tamanho,XXL,barcelona-10-11-retro-home-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home,,,,,,,,Tamanho,3XL,barcelona-10-11-retro-home-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home-v2,Barcelona 10/11 Retro Home v2,"Barcelona 10/11 Retro Home v2<br><br>Camiseta retro Barcelona - Temporada 10/11<br>Tipo: Home<br>Liga: La Liga<br><br>Material de alta qualidade<br>Design cl치ssico retro<br>Tamanhos dispon칤veis: S, M, L, XL, XXL, 3XL<br><br>游댠 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Barcelona, Futebol, Home, Jersey, Retro, La Liga",TRUE,Tamanho,S,barcelona-10-11-retro-home-v2-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Barcelona 10/11 Retro Home v2 - Imagem Principal,FALSE,Barcelona 10/11 Retro Home v2 | Retrobox Argentina,Comprar Barcelona 10/11 Retro Home v2 - Camiseta retro oficial. La Liga. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
barcelona-10-11-retro-home-v2,,,,,,,,Tamanho,M,barcelona-10-11-retro-home-v2-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home-v2,,,,,,,,Tamanho,L,barcelona-10-11-retro-home-v2-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home-v2,,,,,,,,Tamanho,XL,barcelona-10-11-retro-home-v2-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home-v2,,,,,,,,Tamanho,XXL,barcelona-10-11-retro-home-v2-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home-v2,,,,,,,,Tamanho,3XL,barcelona-10-11-retro-home-v2-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home-v3,Barcelona 10/11 Retro Home v3,"Barcelona 10/11 Retro Home v3<br><br>Camiseta retro Barcelona - Temporada 10/11<br>Tipo: Home<br>Liga: La Liga<br><br>Material de alta qualidade<br>Design cl치ssico retro<br>Tamanhos dispon칤veis: S, M, L, XL, XXL, 3XL<br><br>游댠 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Barcelona, Futebol, Home, Jersey, Retro, La Liga",TRUE,Tamanho,S,barcelona-10-11-retro-home-v3-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Barcelona 10/11 Retro Home v3 - Imagem Principal,FALSE,Barcelona 10/11 Retro Home v3 | Retrobox Argentina,Comprar Barcelona 10/11 Retro Home v3 - Camiseta retro oficial. La Liga. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
barcelona-10-11-retro-home-v3,,,,,,,,Tamanho,M,barcelona-10-11-retro-home-v3-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home-v3,,,,,,,,Tamanho,L,barcelona-10-11-retro-home-v3-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home-v3,,,,,,,,Tamanho,XL,barcelona-10-11-retro-home-v3-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home-v3,,,,,,,,Tamanho,XXL,barcelona-10-11-retro-home-v3-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-10-11-retro-home-v3,,,,,,,,Tamanho,3XL,barcelona-10-11-retro-home-v3-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-17-18-retro-home,Barcelona 17/18 Retro Home,"Barcelona 17/18 Retro Home<br><br>Camiseta retro Barcelona - Temporada 17/18<br>Tipo: Home<br>Liga: La Liga<br><br>Material de alta qualidade<br>Design cl치ssico retro<br>Tamanhos dispon칤veis: S, M, L, XL, XXL, 3XL<br><br>游댠 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Barcelona, Futebol, Home, Jersey, Retro, La Liga",TRUE,Tamanho,S,barcelona-17-18-retro-home-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Barcelona 17/18 Retro Home - Imagem Principal,FALSE,Barcelona 17/18 Retro Home | Retrobox Argentina,Comprar Barcelona 17/18 Retro Home - Camiseta retro oficial. La Liga. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
barcelona-17-18-retro-home,,,,,,,,Tamanho,M,barcelona-17-18-retro-home-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-17-18-retro-home,,,,,,,,Tamanho,L,barcelona-17-18-retro-home-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-17-18-retro-home,,,,,,,,Tamanho,XL,barcelona-17-18-retro-home-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-17-18-retro-home,,,,,,,,Tamanho,XXL,barcelona-17-18-retro-home-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-17-18-retro-home,,,,,,,,Tamanho,3XL,barcelona-17-18-retro-home-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-17-18-retro-home-v2,Barcelona 17/18 Retro Home v2,"Barcelona 17/18 Retro Home v2<br><br>Camiseta retro Barcelona - Temporada 17/18<br>Tipo: Home<br>Liga: La Liga<br><br>Material de alta qualidade<br>Design cl치ssico retro<br>Tamanhos dispon칤veis: S, M, L, XL, XXL, 3XL<br><br>游댠 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Barcelona, Futebol, Home, Jersey, Retro, La Liga",TRUE,Tamanho,S,barcelona-17-18-retro-home-v2-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Barcelona 17/18 Retro Home v2 - Imagem Principal,FALSE,Barcelona 17/18 Retro Home v2 | Retrobox Argentina,Comprar Barcelona 17/18 Retro Home v2 - Camiseta retro oficial. La Liga. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
barcelona-17-18-retro-home-v2,,,,,,,,Tamanho,M,barcelona-17-18-retro-home-v2-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-17-18-retro-home-v2,,,,,,,,Tamanho,L,barcelona-17-18-retro-home-v2-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-17-18-retro-home-v2,,,,,,,,Tamanho,XL,barcelona-17-18-retro-home-v2-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-17-18-retro-home-v2,,,,,,,,Tamanho,XXL,barcelona-17-18-retro-home-v2-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
barcelona-17-18-retro-home-v2,,,,,,,,Tamanho,3XL,barcelona-17-18-retro-home-v2-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro,Real Madrid 25/26 Retro,"Real Madrid 25/26 Retro<br><br>Camiseta retro Real Madrid - Temporada 25/26<br>Tipo: Retro<br>Liga: La Liga<br><br>Material de alta qualidade<br>Design cl치ssico retro<br>Tamanhos dispon칤veis: S, M, L, XL, XXL, 3XL<br><br>游댠 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Real Madrid, Futebol, Retro, Jersey, Retro, La Liga",TRUE,Tamanho,S,real-madrid-25-26-retro-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Real Madrid 25/26 Retro - Imagem Principal,FALSE,Real Madrid 25/26 Retro | Retrobox Argentina,Comprar Real Madrid 25/26 Retro - Camiseta retro oficial. La Liga. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
real-madrid-25-26-retro,,,,,,,,Tamanho,M,real-madrid-25-26-retro-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro,,,,,,,,Tamanho,L,real-madrid-25-26-retro-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro,,,,,,,,Tamanho,XL,real-madrid-25-26-retro-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro,,,,,,,,Tamanho,XXL,real-madrid-25-26-retro-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro,,,,,,,,Tamanho,3XL,real-madrid-25-26-retro-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro-v2,Real Madrid 25/26 Retro v2,"Real Madrid 25/26 Retro v2<br><br>Camiseta retro Real Madrid - Temporada 25/26<br>Tipo: Retro<br>Liga: La Liga<br><br>Material de alta qualidade<br>Design cl치ssico retro<br>Tamanhos dispon칤veis: S, M, L, XL, XXL, 3XL<br><br>游댠 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Real Madrid, Futebol, Retro, Jersey, Retro, La Liga",TRUE,Tamanho,S,real-madrid-25-26-retro-v2-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Real Madrid 25/26 Retro v2 - Imagem Principal,FALSE,Real Madrid 25/26 Retro v2 | Retrobox Argentina,Comprar Real Madrid 25/26 Retro v2 - Camiseta retro oficial. La Liga. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
real-madrid-25-26-retro-v2,,,,,,,,Tamanho,M,real-madrid-25-26-retro-v2-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro-v2,,,,,,,,Tamanho,L,real-madrid-25-26-retro-v2-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro-v2,,,,,,,,Tamanho,XL,real-madrid-25-26-retro-v2-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro-v2,,,,,,,,Tamanho,XXL,real-madrid-25-26-retro-v2-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro-v2,,,,,,,,Tamanho,3XL,real-madrid-25-26-retro-v2-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro-v3,Real Madrid 25/26 Retro v3,"Real Madrid 25/26 Retro v3<br><br>Camiseta retro Real Madrid - Temporada 25/26<br>Tipo: Retro<br>Liga: La Liga<br><br>Material de alta qualidade<br>Design cl치ssico retro<br>Tamanhos dispon칤veis: S, M, L, XL, XXL, 3XL<br><br>游댠 BLACK NOVEMBER - 33% OFF!",Retrobox,Apparel & Accessories > Clothing,Camiseta Retro,"Real Madrid, Futebol, Retro, Jersey, Retro, La Liga",TRUE,Tamanho,S,real-madrid-25-26-retro-v3-s,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,Real Madrid 25/26 Retro v3 - Imagem Principal,FALSE,Real Madrid 25/26 Retro v3 | Retrobox Argentina,Comprar Real Madrid 25/26 Retro v3 - Camiseta retro oficial. La Liga. Tamanhos S a 3XL. Envio para toda Argentina.,,kg,active
real-madrid-25-26-retro-v3,,,,,,,,Tamanho,M,real-madrid-25-26-retro-v3-m,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro-v3,,,,,,,,Tamanho,L,real-madrid-25-26-retro-v3-l,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro-v3,,,,,,,,Tamanho,XL,real-madrid-25-26-retro-v3-xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro-v3,,,,,,,,Tamanho,XXL,real-madrid-25-26-retro-v3-xxl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,
real-madrid-25-26-retro-v3,,,,,,,,Tamanho,3XL,real-madrid-25-26-retro-v3-3xl,200,shopify,10,deny,manual,36900.00,,TRUE,TRUE,,,,,,,,,kg,